mode,comparison,runs,q204_bps_mean,mode_bps_mean,aggregate_saving_pct_vs_q204,mean_case_saving_pct_vs_q204,delta_roi_psnr_db_same_mask,delta_background_psnr_db_same_mask,archived_origin
focus_bgq128,focus_bgq128_vs_q204,20,4.0601812362670895,3.7012649536132813,8.839907919573413,9.832718081829286,0.20305182396105864,-2.203689455412108,output/checkpoints/20260631_lambda005_report_reframed_evidence/q204_referenced_csmr_summary.csv
