# sorteny_fq_calibration_tsv_v1
# model	mse=c0+c1/(mod_a*lambda+mod_b)^2
# sweep	<repo>/output/checkpoints/20260613_lambda005_recalibration_audit/sweeps/canonical/sweep_results.json
# weights	<repo>/weights/encoder
# max_lambda	0.05
# q_min	64
# q_max	255
# q_baseline	204
# mod_a	884.459481
# mod_b	13.9541889
# mod_r2	1
block_y	block_x	c0	c1	r2	valid	q_baseline	q_min	q_max	max_lambda	mod_a	mod_b	mse_at_baseline
4	6	156.8886018211512	417587.02817010315	0.9838302660317468	1	204	64	255	0.05	884.4594814498472	13.954188939546285	328.47369287764286
4	7	99.02594474300042	343451.76364451327	0.996424656918387	1	204	64	255	0.05	884.4594814498472	13.954188939546285	240.1491074923255
4	8	92.15599829494215	336798.1653382725	0.9923201856413296	1	204	64	255	0.05	884.4594814498472	13.954188939546285	230.5452201068955
4	9	141.77558062673847	395886.8747781647	0.9969509251958611	1	204	64	255	0.05	884.4594814498472	13.954188939546285	304.44415238421857
4	10	782.8288186068485	344685.5090578726	0.9463614882455933	1	204	64	255	0.05	884.4594814498472	13.954188939546285	924.4589231546759
4	11	999.13549294223	401373.0314609056	0.8705772777300944	1	204	64	255	0.05	884.4594814498472	13.954188939546285	1164.058307840555
4	12	247.66490647464386	366019.83736307523	0.9668874664181648	1	204	64	255	0.05	884.4594814498472	13.954188939546285	398.0612140362922
4	13	149.23434797913055	349205.43836077134	0.9745574135315114	1	204	64	255	0.05	884.4594814498472	13.954188939546285	292.7216761203375
4	14	246.85175108506849	399496.59536684485	0.9639656082733713	1	204	64	255	0.05	884.4594814498472	13.954188939546285	411.00354476783525
4	15	141.0224564998394	334311.4530060489	0.9920738400273473	1	204	64	255	0.05	884.4594814498472	13.954188939546285	278.38989666348425
4	16	19.30945900333242	308771.97622916236	0.9978795366087116	1	204	64	255	0.05	884.4594814498472	13.954188939546285	146.18281493380482
4	17	14.513658428436543	286782.58298464236	0.996376310965345	1	204	64	255	0.05	884.4594814498472	13.954188939546285	132.35164738721022
4	18	19.394139237936116	311698.7629918352	0.9911506323560572	1	204	64	255	0.05	884.4594814498472	13.954188939546285	147.47010190496542
4	19	9.696780518580084	315711.45803242683	0.9916038303628657	1	204	64	255	0.05	884.4594814498472	13.954188939546285	139.4215459440164
4	20	4.009893505738887	300209.4747324802	0.997028523390099	1	204	64	255	0.05	884.4594814498472	13.954188939546285	127.36494666369057
4	21	2.377269037303904	277369.8065077957	0.9936690138174962	1	204	64	255	0.05	884.4594814498472	13.954188939546285	116.3475801231523
4	22	-0.17916421069281796	287366.97902163287	0.9928473307976299	1	204	64	255	0.05	884.4594814498472	13.954188939546285	117.89895109410142
4	23	11.593410710345722	285304.10230617906	0.9871747826425461	1	204	64	255	0.05	884.4594814498472	13.954188939546285	128.823896981713
4	24	5.888944563474638	280471.42933326645	0.9888903166827187	1	204	64	255	0.05	884.4594814498472	13.954188939546285	121.1337019300502
4	25	4.846473810560326	268093.3624284863	0.9960876894416011	1	204	64	255	0.05	884.4594814498472	13.954188939546285	115.0051255424204
4	26	5.679832678313744	275527.27565558726	0.9941511420816204	1	204	64	255	0.05	884.4594814498472	13.954188939546285	118.89305409728246
4	27	9.667733694197949	270371.3681221246	0.994176888894412	1	204	64	255	0.05	884.4594814498472	13.954188939546285	120.76241022568593
4	28	4.5550333557972635	272005.7914642137	0.9971786387848993	1	204	64	255	0.05	884.4594814498472	13.954188939546285	116.32128888533539
4	29	5.695612794874677	265996.7610696253	0.9968714632062254	1	204	64	255	0.05	884.4594814498472	13.954188939546285	114.99277815191667
4	30	19.940790721733094	274792.831897904	0.995246865076809	1	204	64	255	0.05	884.4594814498472	13.954188939546285	132.85223169605968
4	31	22.151559198771338	290761.646303778	0.9908710588762183	1	204	64	255	0.05	884.4594814498472	13.954188939546285	141.6245317558749
5	0	42.04063397019357	301435.0464842107	0.9934001836547224	1	204	64	255	0.05	884.4594814498472	13.954188939546285	165.89927039685563
5	1	57.20605460002179	306268.3868848094	0.9950296541923195	1	204	64	255	0.05	884.4594814498472	13.954188939546285	183.05069417524408
5	2	63.22310838777807	350741.27611358505	0.9961653592696549	1	204	64	255	0.05	884.4594814498472	13.954188939546285	207.3415070433622
5	3	45.12530372564652	335433.67320919194	0.9914997888700224	1	204	64	255	0.05	884.4594814498472	13.954188939546285	182.95386035784054
5	4	150.0068049512328	373973.1360291151	0.99471279046662	1	204	64	255	0.05	884.4594814498472	13.954188939546285	303.6710959121548
5	5	302.3360883591463	430057.04717928293	0.9881180005166161	1	204	64	255	0.05	884.4594814498472	13.954188939546285	479.04506785762925
